"","title","authors","keywords","doi"
"1161","Family-based association tests using genotype data with uncertainty.","Yu Z.","NA","10.1093/biostatistics/kxr045"
"1162","Reproducible research in computational science.","Peng RD.","NA","10.1126/science.1213847"
"1163","How many, powerfully?","Bangdiwala SI.","NA","10.1080/17457300.2011.632990"
"1164","Intermittent observation of time-dependent explanatory variables: a multistate modelling approach.","Tom BD, Farewell VT.","NA","10.1002/sim.4429"
"1165","Estimation of treatment effect for the sequential parallel design.","Tamura RN, Huang X, Boos DD.","NA","10.1002/sim.4412"
"1166","Parametric and non-parametric confidence intervals of the probability of identifying early disease stage given sensitivity to full disease and specificity with three ordinal diagnostic groups.","Dong T, Tian L, Hutson A, Xiong C.","NA","10.1002/sim.4401"
"1167","A hierarchical rank test for crossover trials with censored data.","Brittain E, Follmann D.","NA","10.1002/sim.4398"
"1168","Methods for observational post-licensure medical product safety surveillance.","Nelson JC, Cook AJ, Yu O, Zhao S, Jackson LA, Psaty BM.","data mining; observational study; post-licensure safety; sequential testing","10.1177/0962280211413452"
"1169","Improved modeling of clinical data with kernel methods.","Daemen A, Timmerman D, Van den Bosch T, Bottomley C, Kirk E, Van Holsbeke C, Valentin L, Bourne T, De Moor B.","NA","10.1016/j.artmed.2011.11.001"
"1170","Classification method for disease risk mapping based on discrete hidden Markov random fields.","Charras-Garrido M, Abrial D, Goër JD, Dachian S, Peyrard N.","NA","10.1093/biostatistics/kxr043"
"1171","A marginalized conditional linear model for longitudinal binary data when informative dropout occurs in continuous time.","Su L.","NA","10.1093/biostatistics/kxr041"
"1172","Regression models in periodontal epidemiology: purpose, approach and interpretation.","Jimenez M, Dietrich T.","NA","10.1111/j.1600-0757.2011.00420.x"
"1173","A two-stage strategy to accommodate general patterns of confounding in the design of observational studies.","Haneuse S, Schildcrout J, Gillen D.","NA","10.1093/biostatistics/kxr044"
"1174","Interpretation and prediction of inhaled drug particle accumulation in the lung and its associated toxicity.","Jones RM, Neef N.","NA","10.3109/00498254.2011.632827"
"1175","The Center for Clinical Epidemiology and Biostatistics of the Perelman School of Medicine at the University of Pennsylvania: an organizational model for clinical research in a school of medicine.","Strom BL, Kelly TO, Landis JR, Feldman HI.","NA","10.1097/ACM.0b013e31823ab5e1"
"1176","Assessing agreement with repeated measures for random observers.","Chen CC, Barnhart HX.","NA","10.1002/sim.4353"
"1177","A new classification approach for comparing two active treatments when there is no prior projection on which one is better.","Qu Y, Liu R, Dmitrienko A, Offen W.","NA","10.1002/sim.4402"
"1178","A highly parallelized framework for computationally intensive MR data analysis.","Boubela RN, Huf W, Kalcher K, Sladky R, Filzmoser P, Pezawas L, Kasper S, Windischberger C, Moser E.","NA","10.1007/s10334-011-0290-7"
"1179","Comparing quantile residual life functions by confidence bands.","Franco-Pereira AM, Lillo RE, Romo J.","NA","10.1007/s10985-011-9208-y"
"1180","A parametric model fitting time to first event for overdispersed data: application to time to relapse in multiple sclerosis.","Siri P, Henninger E, Sormani MP.","NA","10.1007/s10985-011-9207-z"
"1181","Improvement of antibiotic activity of Xenorhabdus bovienii by medium optimization using response surface methodology.","Wang Y, Fang X, An F, Wang G, Zhang X.","NA","10.1186/1475-2859-10-98"
"1182","Bioinformatics/biostatistics: microarray analysis.","Eichler GS.","NA","10.1007/978-1-60327-216-2_22"
"1183","The 'overall yield' with the baseline series - a useful addition to the array of MOAHLFA factors describing departmental characteristics of patch tested patients.","Uter W, Schwitulla J, Thyssen JP, Frosch PJ, Statham B, Schnuch A.","NA","10.1111/j.1600-0536.2011.01964.x"
"1184","A new methodology for predicting human pharmacokinetics for inhaled drugs from oratracheal pharmacokinetic data in rats.","Jones RM, Harrison A.","NA","10.3109/00498254.2011.626465"
"1185","Abundance versus presence/absence data for modelling fish habitat preference with a genetic Takagi-Sugeno fuzzy system.","Fukuda S, Mouton AM, De Baets B.","NA","10.1007/s10661-011-2410-2"
"1186","Principles of statistics in surgery.","Flikkema RM, Toledo AH, Anaya-Prado R, Toledo-Pereyra LH.","NA","10.3109/02713683.2011.600229"
"1187","Statistical perspectives: all together NOT.","Hopkins WG, Batterham AM, Impellizzeri FM, Pyne DB, Rowlands DS.","NA","10.1113/jphysiol.2011.218529"
"1188","[Extrapolating the NNT jeopardises biostatistics and leads to immortality].","Palomo L, Sánchez-Robles G.","NA","10.1016/j.aprim.2011.06.007"
"1189","A novel open-source web-based platform promoting collaboration of healthcare professionals and biostatisticians: a design science approach.","Raptis DA, Mettler T, Tzanas K, Graf R.","NA","10.3109/17538157.2011.590257"
"1190","A computational statistics approach for estimating the spatial range of morphogen gradients.","Kanodia JS, Kim Y, Tomer R, Khan Z, Chung K, Storey JD, Lu H, Keller PJ, Shvartsman SY.","NA","10.1242/dev.071571"
"1191","Recommended confidence intervals for two independent binomial proportions.","Fagerland MW, Lydersen S, Laake P.","2<U+2009>×<U+2009>2 table; NNT; odds ratio; relative risk; risk difference","10.1177/0962280211415469"
"1192","Multiplex serum biomarker assessments: technical and biostatistical issues.","Butterfield LH, Potter DM, Kirkwood JM.","NA","10.1186/1479-5876-9-173"
"1193","Repeated measurements on individuals.","Smith CJ.","NA","10.1258/phleb.2011.011j05"
"1194","History of statistics in public health at CDC, 1960-2010: the rise of statistical evidence.","Stroup DF, Lyerla R; Centers for Disease Control and Prevention (CDC).","NA","NA"
"1195","The end of the beginning: a commentary on 'Evaluation metrics for biostatistical and epidemiological collaborations'.","Kane C, Trochim WM.","NA","10.1002/sim.4281"
"1196","The impact of misclassification due to survey response fatigue on estimation and identifiability of treatment effects.","Egleston BL, Miller SM, Meropol NJ.","NA","10.1002/sim.4377"
"1197","The impact of randomization on the analysis of clinical trials.","Rosenkranz GK.","NA","10.1002/sim.4376"
"1198","Considerations on what constitutes a 'qualified statistician' in regulatory guidelines.","Gerlinger C, Edler L, Friede T, Kieser M, Nakas CT, Schumacher M, Seldrup J, Victor N.","NA","10.1002/sim.4345"
"1199","Survival extrapolation using the poly-Weibull model.","Demiris N, Lunn D, Sharples LD.","Bayesian survival analysis; WinBUGS; heart lung transplantation; life years gained; poly-Weibull models; survival extrapolation","10.1177/0962280211419645"
"1200","Integrated contour detection and pose estimation for fluoroscopic analysis of knee implants.","Prins AH, Kaptein BL, Stoel BC, Nelissen RG, Reiber JH, Valstar ER.","NA","10.1177/0954411911407669"
"1201","[Power and study size (what's wrong in post hoc power evaluation)].","Catelan D, Biggeri A, Barbone F.","NA","NA"
"1202","Relative risk regression: reliable and flexible methods for log-binomial models.","Marschner IC, Gillett AC.","NA","10.1093/biostatistics/kxr030"
"1203","Mixed model analysis of censored longitudinal data with flexible random-effects density.","Vock DM, Davidian M, Tsiatis AA, Muir AJ.","NA","10.1093/biostatistics/kxr026"
"1204","Latent class models for joint analysis of disease prevalence and high-dimensional semicontinuous biomarker data.","Zhang B, Chen Z, Albert PS.","NA","10.1093/biostatistics/kxr024"
"1205","A framework for list representation, enabling list stabilization through incorporation of gene exchangeabilities.","Soneson C, Fontes M.","NA","10.1093/biostatistics/kxr023"
"1206","The benefit of stratification in clinical trials revisited.","Ganju J, Zhou K.","NA","10.1002/sim.4351"
"1207","Challenges to accrual predictions to phase III cancer clinical trials: a survey of study chairs and lead statisticians of 248 NCI-sponsored trials.","Schroen AT, Petroni GR, Wang H, Thielen MJ, Sargent D, Benedetti JK, Cronin WM, Wickerham DL, Wang XF, Gray R, Cohn WF, Slingluff CL, Djulbegovic B.","NA","10.1177/1740774511419683"
"1208","A likelihood-based two-part marginal model for longitudinal semicontinuous data.","Su L, Tom BD, Farewell VT.","bridge distribution; logit link; random effects; repeated measures","10.1177/0962280211414620"
"1209","Bayesian hierarchical Poisson models with a hidden Markov structure for the detection of influenza epidemic outbreaks.","Conesa D, Martínez-Beneito MA, Amorós R, López-Quílez A.","Bayesian inference; autoregressive modelling; hidden Markov models; influenza; public health; temporal surveillance","10.1177/0962280211414853"
"1210","Measuring continuous baseline covariate imbalances in clinical trial data.","Ciolino JD, Martin RH, Zhao W, Hill MD, Jauch EC, Palesch YY.","baseline; clinical trial; covariate; imbalance","10.1177/0962280211416038"
"1211","Using proportion of similar response to evaluate correlates of protection for vaccine efficacy.","Giacoletti KE, Heyse J.","effect size; nonparametric estimation; optimal cut point; receiver operating characteristics; sensitivity specificity","10.1177/0962280211416299"
"1212","Bias, biostatistics, and prognostic factors.","Gönen M.","NA","10.1097/JTO.0b013e31821e7ae7"
"1213","Evaluating prognostic accuracy of biomarkers in nested case-control studies.","Cai T, Zheng Y.","NA","10.1093/biostatistics/kxr021"
"1214","A Bayesian hierarchical model for identifying epitopes in peptide microarray data.","Arima S, Lin J, Pecora V, Tardella L.","NA","10.1093/biostatistics/kxr022"
"1215","A robust method using propensity score stratification for correcting verification bias for binary tests.","He H, McDermott MP.","NA","10.1093/biostatistics/kxr020"
"1216","Combining censored and uncensored data in a U-statistic: design and sample size implications for cell therapy research.","Moyé LA, Lai D, Jing K, Baraniuk MS, Kwak M, Penn MS, Wu CO.","U-statistic; clinical trials; score function; stem cells","10.2202/1557-4679.1286"
"1217","Inference for discretely observed stochastic kinetic networks with applications to epidemic modeling.","Choi B, Rempala GA.","NA","10.1093/biostatistics/kxr019"
"1218","Multivariate meta-analysis: a robust approach based on the theory of U-statistic.","Ma Y, Mazumdar M.","NA","10.1002/sim.4327"
"1219","Optimal response-adaptive randomized designs for multi-armed survival trials.","Sverdlov O, Tymofyeyev Y, Wong WK.","NA","10.1002/sim.4331"
"1220","Statistical methodology for the evaluation of vaccine efficacy in a phase III multi-centre trial of the RTS, S/AS01 malaria vaccine in African children.","Lievens M, Aponte JJ, Williamson J, Mmbando B, Mohamed A, Bejon P, Leach A.","NA","10.1186/1475-2875-10-222"
"1221","Age-matched reference values for B-lymphocyte subpopulations and CVID classifications in children.","Schatorjé EJ, Gemen EF, Driessen GJ, Leuvenink J, van Hout RW, van der Burg M, de Vries E.","NA","10.1111/j.1365-3083.2011.02609.x"
"1222","Subgroup identification from randomized clinical trial data.","Foster JC, Taylor JM, Ruberg SJ.","NA","10.1002/sim.4322"
"1223","Bayesian inference on joint models of HIV dynamics for time-to-event and longitudinal data with skewness and covariate measurement errors.","Huang Y, Dagne G, Wu L.","NA","10.1002/sim.4321"
"1224","How can we tell if frogs jump further?","Drummond GB, Tom BD.","NA","10.1111/j.1549-8719.2011.00122.x"
"1225","Analyzing direct and indirect effects of treatment using dynamic path analysis applied to data from the Swiss HIV Cohort Study.","Røysland K, Gran JM, Ledergerber B, von Wyl V, Young J, Aalen OO.","NA","10.1002/sim.4324"
"1226","[Reverberations of the past or the pitfalls of statistical and data manipulation].","Martin-Du-Pan RC.","NA","NA"
"1227","Checking semiparametric transformation models with censored data.","Chen L, Lin DY, Zeng D.","NA","10.1093/biostatistics/kxr017"
"1228","R statistical tools for gene discovery.","Foulkes AS, Au K.","NA","10.1007/978-1-61779-176-5_5"
"1229","A joint latent variable model approach to item reduction and validation.","Halberstadt SM, Schmitz KH, Sammel MD.","NA","10.1093/biostatistics/kxr018"
"1230","Brief curriculum to teach residents study design and biostatistics.","Windish DM.","NA","10.1136/ebm.2011.04.0011"
"1231","Efficient design and inference for multistage randomized trials of individualized treatment policies.","Dawson R, Lavori PW.","NA","10.1093/biostatistics/kxr016"
"1232","How can we tell if frogs jump further?","Drummond GB, Tom BD.","NA","10.1113/jphysiol.2011.211870"
"1233","Gene co-expression network and functional module analysis of ovarian cancer.","Hong S, Dong H, Jin L, Xiong M.","NA","10.1504/IJCBDD.2011.041008"
"1234","Statistical structure of host-phage interactions.","Flores CO, Meyer JR, Valverde S, Farr L, Weitz JS.","NA","10.1073/pnas.1101595108"
"1235","A survival analysis approach to modeling human fecundity.","Sundaram R, McLain AC, Buck Louis GM.","NA","10.1093/biostatistics/kxr015"
"1236","Significance analysis and statistical dissection of variably methylated regions.","Jaffe AE, Feinberg AP, Irizarry RA, Leek JT.","NA","10.1093/biostatistics/kxr013"
"1237","Using zebrafish to learn statistical analysis and Mendelian genetics.","Lindemann S, Senkler J, Auchter E, Liang JO.","NA","10.1089/zeb.2010.0686"
"1238","Robust estimation and inference for bivariate line-fitting in allometry.","Taskinen S, Warton DI.","NA","10.1002/bimj.201000018"
"1239","A fused lasso latent feature model for analyzing multi-sample aCGH data.","Nowak G, Hastie T, Pollack JR, Tibshirani R.","NA","10.1093/biostatistics/kxr012"
"1240","Classifying tissue samples from measurements on cells with within-class tissue sample heterogeneity.","Yamal JM, Follen M, Guillaud M, Cox DD.","NA","10.1093/biostatistics/kxr010"
"1241","Constrained S-estimators for linear mixed effects models with covariance components.","Chervoneva I, Vishnyakov M.","NA","10.1002/sim.4169"
"1242","Application of a new optimization strategy for the separation of tertiary alkaloids extracted from Strychnos usambarensis leaves.","Nistor I, Cao M, Debrus B, Lebrun P, Lecomte F, Rozet E, Angenot L, Frederich M, Oprean R, Hubert P.","NA","10.1016/j.jpba.2011.04.027"
"1243","Proceedings of the 30th Annual Conference of the International Society for Clinical Biostatistics. August 23-27, 2009. Prague, Czech Republic.","[No authors listed]","NA","NA"
"1244","Biostatistics primer: what a clinician ought to know: hazard ratios.","Barraclough H, Simms L, Govindan R.","NA","10.1097/JTO.0b013e31821b10ab"
"1245","Page the critical care epidemiologist, STAT!","Netzer G, Hess JR.","NA","10.1097/CCM.0b013e31821487e2"
"1246","Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans.","Muegge BD, Kuczynski J, Knights D, Clemente JC, González A, Fontana L, Henrissat B, Knight R, Gordon JI.","NA","10.1126/science.1198719"
"1247","Recursive partitioning of resistant mutations for longitudinal markers based on a U-type score.","Hu C, Degruttola V.","NA","10.1093/biostatistics/kxr011"
"1248","Bayesian procedures for phase I/II clinical trials investigating the safety and efficacy of drug combinations.","Whitehead J, Thygesen H, Whitehead A.","NA","10.1002/sim.4267"
"1249","Performance of the creatinine-based and the cystatin C-based glomerular filtration rate (GFR) estimating equations in a heterogenous sample of patients referred for nuclear GFR testing.","Huang SH, Macnab JJ, Sontrop JM, Filler G, Gallo K, Lindsay RM, Clark WF.","NA","10.1016/j.trsl.2011.01.002"
"1250","A proportional hazards regression model for the subdistribution with right-censored and left-truncated competing risks data.","Zhang X, Zhang MJ, Fine J.","NA","10.1002/sim.4264"
"1251","Inferring the time-invariant topology of a nonlinear sparse gene regulatory network using fully Bayesian spline autoregression.","Morrissey ER, Juárez MA, Denby KJ, Burroughs NJ.","NA","10.1093/biostatistics/kxr009"
"1252","Analysis of spontaneous adverse drug reaction (ADR) reports using supplementary information.","Ghosh P, Dewanji A.","NA","10.1002/sim.4270"
"1253","Florence Nightingale: the biostatistician.","Anderson RJ.","NA","10.1124/mi.11.2.1"
"1254","Editorial.","Lawson AB, Waller L, Haining R, Rogerson P.","NA","10.1177/0962280211406253"
"1255","Unbiased histological examinations in toxicological experiments (or, the informed leading the blinded examination).","Holland T, Holland C.","NA","10.1177/0192623311406288"
"1256","Alternative methods for testing treatment effects on the basis of multiple outcomes: simulation and case study.","Yoon FB, Fitzmaurice GM, Lipsitz SR, Horton NJ, Laird NM, Normand SL.","NA","10.1002/sim.4262"
"1257","Bayesian evidence synthesis for a transmission dynamic model for HIV among men who have sex with men.","Presanis AM, De Angelis D, Goubar A, Gill ON, Ades AE.","NA","10.1093/biostatistics/kxr006"
"1258","Assessing the dependence of sensitivity and specificity on prevalence in meta-analysis.","Li J, Fine JP.","NA","10.1093/biostatistics/kxr008"
"1259","Stochastic curtailment of health questionnaires: a method to reduce respondent burden.","Finkelman MD, He Y, Kim W, Lai AM.","NA","10.1002/sim.4231"
"1260","Estimating cost-offsets of new medications: use of new antipsychotics and mental health costs for schizophrenia.","O'Malley AJ, Frank RG, Normand SL.","NA","10.1002/sim.4245"
"1261","Show the data, don't conceal them.","Drummond GB, Vowler SL.","NA","10.1111/j.1549-8719.2011.00101.x"
"1262","Statistics: all together now, one step at a time.","Drummond GB, Paterson DJ, McLoughlin P, McGrath JC.","NA","10.1111/j.1549-8719.2011.00100.x"
"1263","William Allan Award Address: On the role and soul of a statistical geneticist.","Ott J.","NA","NA"
"1264","Simultaneous confidence bands for nonlinear regression models with application to population pharmacokinetic analyses.","Gsteiger S, Bretz F, Liu W.","NA","10.1080/10543406.2011.551332"
"1265","How well do multiple testing methods scale up when both n and k increase?","Westfall PH, Manage A.","NA","10.1080/10543406.2011.551326"
"1266","Special issue for dealing with multiplicity in drug development: current state and new directions--guest editors' note.","Dmitrienko A, Posch M.","NA","10.1080/10543406.2010.551325"
"1267","A min-max combination of biomarkers to improve diagnostic accuracy.","Liu C, Liu A, Halabi S.","NA","10.1002/sim.4238"
"1268","A SATS algorithm for jointly identifying multiple differentially expressed gene sets.","Yang TY.","NA","10.1002/sim.4235"
"1269","Winning abstracts from the CSEB (Canadian Society for Epidemiology and Biostatistics) Student Conference 2010. May 27-28, 2010. Kingston, Ontario, Canada.","[No authors listed]","NA","NA"
"1270","Parametric variable selection in generalized partially linear models with an application to assess condom use by HIV-infected patients.","Leng C, Liang H, Martinson N.","NA","10.1002/sim.4233"
"1271","How a real housewife became an astrobiologist.","Siefert J.","NA","10.1089/ast.2011.0611"
"1272","Weighted scores method for regression models with dependent data.","Nikoloulopoulos AK, Joe H, Chaganty NR.","NA","10.1093/biostatistics/kxr005"
"1273","Assessing neural activity related to decision-making through flexible odds ratio curves and their derivatives.","Roca-Pardiñas J, Cadarso-Suárez C, Pardo-Vazquez JL, Leboran V, Molenberghs G, Faes C, Acuña C.","NA","10.1002/sim.4220"
"1274","Reducing false alarms in syndromic surveillance.","Peter W, Najmi AH, Burkom HS.","NA","10.1002/sim.4204"
"1275","Combining multiple continuous tests for the diagnosis of kidney impairment in the absence of a gold standard.","Yu B, Zhou C, Bandinelli S.","NA","10.1002/sim.4203"
"1276","Evaluating a parametric model to correct multiple sclerosis incidence for reporting delay.","Thygesen LC, Keiding N, Koch-Henriksen N.","NA","10.1002/sim.4111"
"1277","Comments on 'Performance of using multiple stepwise algorithms for variable selection' by Ryan E. Wiegand, Statistics in Medicine 2010; 29:1647-1659.","Sauerbrei W, Royston P, Schumacher M.","NA","10.1002/sim.4083"
"1278","The analysis of 2 × 2 contingency tables--yet again.","Richardson JT.","NA","10.1002/sim.4116"
"1279","Bayesian inference of gene-environment interaction from incomplete data: what happens when information on environment is disjoint from data on gene and disease?","Gustafson P, Burstyn I.","NA","10.1002/sim.4176"
"1280","Exact logistic models for nested binary data.","Troxler S, Lalonde T, Wilson JR.","NA","10.1002/sim.4157"
"1281","Bootstrap confidence intervals and bias correction in the estimation of HIV incidence from surveillance data with testing for recent infection.","Carnegie NB.","NA","10.1002/sim.4134"
"1282","A new permutation-based method for assessing agreement between two observers making replicated binary readings.","Pan Y, Haber M, Barnhart HX.","NA","10.1002/sim.4136"
"1283","Comparison of CTT and Rasch-based approaches for the analysis of longitudinal Patient Reported Outcomes.","Blanchin M, Hardouin JB, Le Neel T, Kubis G, Blanchard C, Mirallié E, Sébille V.","NA","10.1002/sim.4153"
"1284","Brick tunnel randomization for unequal allocation to two or more treatment groups.","Kuznetsova OM, Tymofyeyev Y.","NA","10.1002/sim.4167"
"1285","Targeting population entering phase III trials: a new stratified adaptive phase II design.","Tournoux-Facon C, De Rycke Y, Tubert-Bitter P.","NA","10.1002/sim.4148"
"1286","Genetics Research was born as Genetical Research in 1960.","Mackay TF.","NA","10.1017/S001667231100005X"
"1287","Joint model with latent state for longitudinal and multistate data.","Dantan E, Joly P, Dartigues JF, Jacqmin-Gadda H.","NA","10.1093/biostatistics/kxr003"
"1288","Comparing costs associated with risk stratification rules for t-year survival.","Cai T, Tian L, Lloyd-Jones DM.","NA","10.1093/biostatistics/kxr001"
"1289","Integrative analysis and variable selection with multiple high-dimensional data sets.","Ma S, Huang J, Song X.","NA","10.1093/biostatistics/kxr004"
"1290","Strengthening biostatistics resources in sub-Saharan Africa: research collaborations through U.S. partnerships.","Gezmu M, DeGruttola V, Dixon D, Essex M, Halloran E, Hogan J, Grobler A, Kim S, McDermott J, McKaig R, Neaton JD.","NA","10.1002/sim.4144"
"1291","Allowing for never and episodic consumers when correcting for error in food record measurements of dietary intake.","Keogh RH, White IR.","NA","10.1093/biostatistics/kxq085"
"1292","Exploration of the volumetric composition of human lung cancer nodules in correlated histopathology and computed tomography.","Sieren JC, Smith AR, Thiesse J, Namati E, Hoffman EA, Kline JN, McLennan G.","NA","10.1016/j.lungcan.2011.01.023"
"1293","North African reference equation for peak nasal inspiratory flow.","Bouzgarou MD, Ben Saad H, Chouchane A, Cheikh IB, Zbidi A, Dessanges JF, Tabka Z.","NA","10.1017/S0022215111000181"
"1294","A simpler approach to biostatistics.","Jacobson BC, Rowland DY.","NA","10.1016/j.gie.2010.12.022"
"1295","How do bryophytes govern generative recruitment of vascular plants?","Soudzilovskaia NA, Graae BJ, Douma JC, Grau O, Milbau A, Shevtsova A, Wolters L, Cornelissen JH.","NA","10.1111/j.1469-8137.2011.03644.x"
"1296","Canadian-led capacity-building in biostatistics and methodology in cardiovascular and diabetes trials: the CANNeCTIN Biostatistics and Methodological Innovation Working Group.","Thabane L, Wells G, Cook R, Platt R, Pogue J, Pullenayegum E, Matthews D, McCready T, Devereaux PJ, Cairns JA, Yusuf S; CANadian Network and Centre for Trials Internationally (CANNeCTIN) Investigators.","NA","10.1186/1745-6215-12-48"
"1297","[Epistemology as health research propedeutics].","Ortega Calvo M, Román Torres P, Lapetra Peralta J.","NA","10.1016/j.gaceta.2010.11.001"
"1298","Comments on 'some methodological issues in biosurveillance'.","Hanni KD.","NA","10.1002/sim.3954"
"1299","Comments on 'some methodological issues in biosurveillance'.","Buckeridge DL.","NA","10.1002/sim.3925"
"1300","Some methodological issues in biosurveillance.","Fricker RD Jr.","NA","10.1002/sim.3880"
"1301","Preface.","Rolka HR.","NA","10.1002/sim.4149"
"1302","Estimating the acute health effects of coarse particulate matter accounting for exposure measurement error.","Chang HH, Peng RD, Dominici F.","NA","10.1093/biostatistics/kxr002"
"1303","Health indicators: eliminating bias from convenience sampling estimators.","Hedt BL, Pagano M.","NA","10.1002/sim.3920"
"1304","Regression-assisted deconvolution.","McIntyre J, Stefanski LA.","NA","10.1002/sim.4186"
"1305","Evaluation metrics for biostatistical and epidemiological collaborations.","Rubio DM, Del Junco DJ, Bhore R, Lindsell CJ, Oster RA, Wittkowski KM, Welty LJ, Li YJ, Demets D; Biostatistics, Epidemiology, and Research Design (BERD) Key Function Committee of the Clinical and Translational Science Awards (CTSA) Consortium.","NA","10.1002/sim.4184"
"1306","A shared parameter model for the estimation of longitudinal concomitant intervention effects.","Wu CO, Tian X, Jiang W.","NA","10.1093/biostatistics/kxq084"
"1307","Efficient measurement error correction with spatially misaligned data.","Szpiro AA, Sheppard L, Lumley T.","NA","10.1093/biostatistics/kxq083"
"1308","Epidemiology in a changing world: variation, causation and ubiquitous risk factors.","Pearce N.","NA","10.1093/ije/dyq257"
"1309","[ The ABC's of medical statistics. Reading and understanding clinical trials ].","Labenz J, Kunz CU.","NA","10.1007/s00117-010-2079-5"
"1310","[Continuing evolution of statistical tests in medical research].","Totaro A, Volpe A, Sacco E, Pinto F, Palma M, Bassi P.","NA","NA"
"1311","P values and the probability of being right and wrong.","Gibbs NM.","NA","NA"
"1312","Variation of gene expression in Bacillus subtilis samples of fermentation replicates.","Zhou Y, Yu WB, Ye BC.","NA","10.1007/s00449-010-0506-7"
"1313","An audit strategy for progression-free survival.","Dodd LE, Korn EL, Freidlin B, Gray R, Bhattacharya S.","NA","10.1111/j.1541-0420.2010.01539.x"
"1314","Multiple testing and power calculations in genetic association studies.","So HC, Sham PC.","NA","10.1101/pdb.top95"
"1315","Multiple comparison analysis testing in ANOVA.","McHugh ML.","NA","NA"
"1316","Erratum to: Letter to the Editor: The ongoing tyranny of statistical significance testing in biomedical research.","VanderWeele TJ.","NA","10.1007/s10654-010-9537-2"
"1317","Biostatistical applications in epidemiology.","Kier KL.","NA","10.1592/phco.31.1.9"
"1318","On extensions of k-means clustering for automated gating of flow cytometry data.","Luta G.","NA","10.1002/cyto.a.20988"
"1319","Beyond the flat world.","Tárnok A.","NA","10.1002/cyto.a.21013"
"1320","P. C. A. Louis (1787-1872): introducing medical statistics in pneumonology.","Karamanou M, Karakatsani A, Tomos I, Androutsos G.","NA","10.1164/ajrccm.182.12.1569"
"1321","A unifying framework for evaluating the predictive power of genetic variants based on the level of heritability explained.","So HC, Sham PC.","NA","10.1371/journal.pgen.1001230"
"1322","The hermeneutic pitfalls of P.","Glick M, Greenberg BL.","NA","NA"
"1323","A brief introduction to computer-intensive methods, with a view towards applications in spatial statistics and stereology.","Mattfeldt T.","NA","10.1111/j.1365-2818.2010.03452.x"
"1324","Comments on 'Empirical vs natural weighting in random effects meta-analysis' by JJ Shuster, Statistics in Medicine 2009; 26, Published online, DOI: 10.1002/sim.3607.","Rücker G, Schwarzer G, Carpenter J, Schumacher M.","NA","10.1002/sim.3957"
"1325","Re: The ongoing tyranny of statistical significance testing in biomedical research.","Vanderweele TJ.","NA","10.1007/s10654-010-9507-8"
"1326","Statistical correlations between peripheral blood lymphocyte subpopulations and tumor inflammatory infiltrate in stage I of skin melanoma.","Costache M, Neagu M, Petrescu A, Constantin C, Manda G, Vrabie CD, Waller M, Petrescu CS, Simionescu O.","NA","NA"
"1327","Explorations in statistics: correlation.","Curran-Everett D.","NA","10.1152/advan.00068.2010"
"1328","Limits of medical research - some considerations.","Baerheim A.","NA","10.3109/02813432.2010.530739"
"1329","Knowledge of European orthodontic postgraduate students on biostatistics.","Polychronopoulou A, Eliades T, Taoufik K, Papadopoulos MA, Athanasiou AE.","NA","10.1093/ejo/cjq098"
"1330","Enhancing precision in time-domain fluorescence lifetime imaging.","Chang CW, Mycek MA.","NA","10.1117/1.3494566"
"1331","Nanomedicine: promises and challenges for the future of public health.","Pautler M, Brenner S.","environmental health; epidemiology; medicine; nanotechnology; policy","10.2147/IJN.S13816"
"1332","The unit gram meter remains an incorrect unit for the ventricular stroke work.","Daniel L, Peter F, Wolfgang S.","NA","10.1016/j.resuscitation.2010.09.471"
"1333","Mesoscopic statistical properties of multistep enzyme-mediated reactions.","de Ronde WH, Daniels BC, Mugler A, Sinitsyn NA, Nemenman I.","NA","10.1049/iet-syb.2008.0167"
"1334","An overview of robust methods in medical research.","Farcomeni A, Ventura L.","NA","10.1177/0962280210385865"
"1335","On a naturalist theory of health: a critique.","Guerrero JD.","NA","10.1016/j.shpsc.2009.12.008"
"1336","A method for optimizing and validating institution-specific flagging criteria for automated cell counters.","Sireci A, Schlaberg R, Kratz A.","NA","10.1043/2009-0531-OA.1"
"1337","Statistical parsimony networks and species assemblages in Cephalotrichid nemerteans (nemertea).","Chen H, Strand M, Norenburg JL, Sun S, Kajihara H, Chernyshev AV, Maslakova SA, Sundberg P.","NA","10.1371/journal.pone.0012885"
"1338","Factors affecting power of tests for multiple binary outcomes.","Mascha EJ, Imrey PB.","NA","10.1002/sim.4066"
"1339","Best combination of multiple diagnostic tests for screening purposes.","Qin J, Zhang B.","NA","10.1002/sim.4068"
"1340","Using ancestry matching to combine family-based and unrelated samples for genome-wide association studies.","Crossett A, Kent BP, Klei L, Ringquist S, Trucco M, Roeder K, Devlin B.","NA","10.1002/sim.4057"
"1341","Statistical approaches to analyse patient-reported outcomes as response variables: an application to health-related quality of life.","Arostegui I, Núñez-Antón V, Quintana JM.","NA","10.1177/0962280210379079"
"1342","Postscript: emergence of efficiency in health outcomes measurement.","Cook KF.","NA","NA"
"1343","Opportunities for CAT applications in medical rehabilitation: development of targeted item banks.","Kisala PA, Tulsky DS.","NA","NA"
"1344","The use of PROMIS and assessment center to deliver patient-reported outcome measures in clinical research.","Gershon RC, Rothrock N, Hanrahan R, Bass M, Cella D.","NA","NA"
